593435,0
586545,0
585072,0
570649,0
591613,0
577419,0
579940,0
582729,0
594602,0
578759,0
577679,0
587269,0
587387,0
571037,0
580080,0
591608,0
576026,0
576985,0
578410,0
572672,0
582334,0
584325,0
573996,0
585225,0
574772,0
571104,0
576312,0
591282,0
570215,0
570738,0
574075,0
570191,0
583084,0
590497,0
585346,0
578367,0
581457,0
582853,0
576763,0
593037,0
591820,0
591035,0
594343,0
575024,0
590007,0
571183,0
571176,0
594922,0
582748,0
589579,0
585368,0
585340,0
588329,0
572371,0
571194,0
577537,0
575400,0
582153,0
577365,0
588197,0
584708,0
583684,0
588478,0
594727,0
588349,0
586047,0
583504,0
594390,0
585767,0
580015,0
577361,0
587375,0
590820,0
587627,0
581333,0
581306,0
579861,0
584877,0
586537,0
585234,0
588485,0
595069,0
585754,0
587245,0
585350,0
593432,0
574745,0
578801,0
591403,0
592909,0
592895,0
590904,0
573285,0
578181,0
578832,0
578869,0
594850,0
591016,0
592399,0
583685,0
573910,0
591510,0
592127,0
580411,0
583773,0
587617,0
572695,0
585549,0
587606,0
577698,0
573781,0
573560,0
590823,0
588162,0
578466,0
592592,0
575117,0
573729,0
589262,0
590830,0
586119,0
573256,0
573328,0
578112,0
578329,0
582330,0
578114,0
590461,0
576165,0
579635,0
585215,0
590530,0
588331,0
583422,0
586124,0
587461,0
592817,0
584174,0
571023,0
577121,0
589933,0
580017,0
586126,0
570639,0
588143,0
571642,0
583288,0
580424,0
586863,0
585523,0
583099,0
591024,0
576269,0
582861,0
583109,0
594789,0
577716,0
579471,0
580834,0
591700,0
581906,0
589966,0
573162,0
589986,0
571924,0
589218,0
570690,0
575484,0
586466,0
579606,0
583499,0
589049,0
575383,0
576870,0
584751,0
582463,0
588374,0
591493,0
593909,0
588160,0
588038,0
582308,0
578794,0
581098,0
585235,0
578473,0
581179,0
570843,0
585313,0
577007,0
583687,0
580001,0
592129,0
572278,0
585690,0
588486,0
571646,0
574226,0
574982,0
592156,0
587275,0
570865,0
590582,0
571301,0
584307,0
571722,0
575089,0
580252,0
586306,0
575376,0
575618,0
593398,0
589367,0
582762,0
580729,0
576114,0
571639,0
590603,0
588788,0
585548,0
577014,0
572055,0
585475,0
585366,0
578300,0
585075,0
576673,0
589481,0
570104,0
582169,0
588481,0
584686,0
574005,0
586117,0
584826,0
580010,0
582731,0
594077,0
577788,0
587726,0
592907,0
577128,0
581487,0
578706,0
574970,0
594997,0
572046,0
581476,0
583400,0
587951,0
586814,0
591218,0
579655,0
582335,0
582848,0
575924,0
585353,0
573616,0
582339,0
580550,0
576377,0
587629,0
572274,0
579312,0
583127,0
586118,0
593672,0
579313,0
583113,0
